error,image_name,lidar_file_name,detectorType,descriptorType,matcherType,matcherTypeMetric,matcherTypeSelector,ttc_camera,ttc_lidar,detect_time,desc_time,match_time,detect_keypoints_size,match_keypoints_size,match_removed_keypoints_size,bVis,bLimitKpts,maxKeypoints,bVisshow3DObjects
0,../images/KITTI/2011_09_26/image_02/data/0000000007.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000007.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"7","12",7,321,6,500,278,132,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000008.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000008.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"7","13",8,323,6,500,280,133,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000009.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000009.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"12","13",8,324,6,500,272,134,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000010.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000010.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"10","11",8,321,6,500,266,139,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000011.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000011.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"14","12",8,321,6,500,277,127,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000012.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000012.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","9",8,324,6,500,278,125,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000013.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000013.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","10",8,325,6,500,281,123,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000014.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000014.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"-9223372036854775808","9",7,319,6,500,271,123,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000015.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000015.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"-9223372036854775808","8",8,322,6,500,292,108,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000016.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000016.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","9",8,323,6,500,279,126,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000017.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000017.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","9",8,323,6,500,272,142,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000018.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000018.bin,ORB,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","8",9,325,6,500,299,123,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000000.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000000.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","",80,330,0,1513,0,0,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000001.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000001.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"12","12",65,336,26,1541,810,703,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000002.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000002.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"14","12",64,330,26,1529,774,767,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000003.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000003.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"17","14",63,333,26,1561,795,734,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000004.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000004.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"21","16",62,332,26,1545,780,781,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000005.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000005.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"14","15",66,332,26,1526,788,757,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000006.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000006.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"35","12",62,330,25,1566,826,700,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000007.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000007.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"16","12",64,332,27,1529,841,725,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000008.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000008.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"14","13",63,335,26,1547,806,723,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000009.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000009.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"23","13",64,334,26,1572,810,737,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000010.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000010.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"12","11",61,332,26,1567,811,761,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000011.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000011.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"11","12",62,331,27,1538,806,761,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000012.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000012.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"10","9",63,333,25,1513,822,716,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000013.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000013.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"10","10",62,332,25,1538,839,674,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000014.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000014.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"10","9",60,336,27,1555,871,667,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000015.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000015.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"10","8",60,329,27,1544,878,677,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000016.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000016.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"7","9",62,334,26,1563,860,684,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000017.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000017.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"8","9",62,331,26,1561,937,626,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000018.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000018.bin,AKAZE,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"11","8",63,334,28,1569,923,638,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000000.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000000.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","",24,335,0,1723,0,0,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000001.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000001.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"10","12",12,332,28,1759,579,1051,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000002.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000002.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"7","12",12,333,29,1820,578,1084,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000003.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000003.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"19","14",12,333,31,1850,638,1079,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000004.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000004.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","16",12,336,31,1828,608,1144,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000005.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000005.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","15",12,334,30,1806,617,1112,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000006.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000006.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","12",12,339,30,1877,606,1083,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000007.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000007.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"10","12",12,335,31,1894,573,1163,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000008.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000008.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"14","13",12,333,32,1889,620,1138,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000009.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000009.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","13",12,332,32,1917,607,1150,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000010.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000010.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"19","11",12,336,32,1874,627,1151,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000011.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000011.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","12",12,331,31,1912,636,1103,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000012.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000012.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","9",13,337,33,1930,609,1178,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000013.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000013.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"10","10",13,338,33,1881,639,1155,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000014.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000014.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"","9",12,334,31,1886,664,1105,0,0,50,0
0,../images/KITTI/2011_09_26/image_02/data/0000000015.png,../images/KITTI/2011_09_26/velodyne_points/data/0000000015.bin,SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,"15","8",12,332,31,1957,663,1113,0,0,50,0
